ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2723620-20200804,2723620,467582,1,"WAIZA, INC.",7-ELEVEN #36793B,4150 N BROADWAY  1,CHICAGO,IL,60613,46,34,46-34,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2723620,ISSUE,03/24/2020,08/03/2020,06/23/2020,N,08/04/2020,08/15/2022,08/04/2020,08/04/2020,AAI,,34,41.958201226,-87.653034772,POINT (-87.65303477243236 41.958201226490154)
2728613-20200810,2728613,468045,1,Smylie Brothers Brewing Company LLC,Smylie Brothers Brewing Company,5435 N WOLCOTT AVE,CHICAGO,IL,60640,40,32,40-32,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2728613,ISSUE,05/13/2020,05/13/2020,05/13/2020,Y,08/10/2020,08/15/2022,08/10/2020,08/10/2020,AAI,,31,41.980772099,-87.676393125,POINT (-87.67639312494633 41.98077209909952)
2641264-20200717,2641264,468743,1,PELLY'S INC.,PELLY'S LIQUORS,3421 N LINCOLN AVE 1,CHICAGO,IL,60657,47,1,47-1,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2641264,ISSUE,12/17/2018,02/14/2020,02/14/2020,N,07/17/2020,08/15/2022,07/17/2020,07/17/2020,AAI,,27,41.943773305,-87.671352986,POINT (-87.67135298635998 41.94377330546513)
12310-20200816,2733197,6052,1,GIOVANNI LIQUORS INC,GIOVANNI LIQUORS INC,4237 W 26TH ST 1ST,CHICAGO,IL,60623,22,6,22-6,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,12310,RENEW,,06/15/2020,07/01/2020,N,08/16/2020,08/15/2022,07/01/2020,07/02/2020,AAI,,25,41.844055277,-87.730834997,POINT (-87.73083499652826 41.844055277038365)
49609-20200816,2734520,89325,4,"SUPERMERCADO LA CHIQUITA NO. 4, INC.",SUPERMERCADO LA CHIQUTIA # 4,2623-2659 S PULASKI RD,CHICAGO,IL,60623,22,4,22-4,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,49609,RENEW,,06/15/2020,07/06/2020,N,08/16/2020,08/15/2022,07/06/2020,07/07/2020,AAI,,25,41.843534891,-87.724382179,POINT (-87.72438217939292 41.84353489132139)
8844-20200816,2734199,62878,1,"MHP, INC.",WORLD WIDE LIQUORS,6715 N NORTHWEST HWY 1ST,CHICAGO,IL,60631,41,5,41-5,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,8844,RENEW,,06/15/2020,07/30/2020,N,08/16/2020,08/15/2022,07/30/2020,07/31/2020,AAI,,,42.003187391,-87.816571828,POINT (-87.8165718280094 42.00318739128336)
1975941-20200816,2735633,344340,1,"DYNAMIC FOOD & LIQUOR, INC.",DYNAMIC FOOD & LIQUOR,301 S PULASKI RD 1,CHICAGO,IL,60624,28,37,28-37,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,1975941,RENEW,,06/15/2020,07/24/2020,N,08/16/2020,08/15/2022,07/24/2020,07/27/2020,AAI,,,41.877044585,-87.725397699,POINT (-87.72539769930205 41.87704458522404)
28128-20200816,2733907,30952,2,"J. & J. GONZALEZ, INCORPORATED",GONZALEZ LIQUORS,4019 W 26TH ST 1ST,CHICAGO,IL,60623,22,17,22-17,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,28128,RENEW,,06/15/2020,06/29/2020,N,08/16/2020,08/15/2022,06/29/2020,06/30/2020,AAI,,25,41.844133408,-87.725363739,POINT (-87.7253637389311 41.84413340788086)
1938575-20200816,2735534,337587,1,"LEAMINGTON FOODS, INC.",Fresh Way Market,3240 W ROOSEVELT RD 1,CHICAGO,IL,60624,24,43,24-43,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,1938575,RENEW,,06/15/2020,04/14/2021,N,08/16/2020,08/15/2022,04/14/2021,12/20/2021,AAI,,,41.866497308,-87.707337787,POINT (-87.7073377871256 41.866497308125936)
2608340-20201016,2748461,428643,1,TAYLOR STORE INC.,TAYLOR WINE & SPIRITS,1455 W TAYLOR ST 1,CHICAGO,IL,60607,28,10,28-10,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2608340,RENEW,,08/15/2020,09/22/2020,N,10/16/2020,08/15/2022,09/22/2020,09/23/2020,AAI,,,41.869193691,-87.663858045,POINT (-87.66385804474116 41.869193690928114)
2152967-20200816,2736175,372013,1,CINCO HERMANAS FOOD & LIQUOR INC.,CINCO HERMANAS FOOD & LIQUOR INC,3900 W 31ST ST 1,CHICAGO,IL,60623,22,3,22-3,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,2152967,RENEW,,06/15/2020,07/17/2020,N,08/16/2020,08/15/2022,07/17/2020,07/20/2020,AAI,,,41.837033738,-87.721972609,POINT (-87.72197260949982 41.83703373753447)
2157676-20200816,2736182,372830,1,"WINTHROP MARKET, INC.",LAKEVIEW FOOD & LIQUOR,4106 N SHERIDAN RD,CHICAGO,IL,60613,46,27,46-27,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2157676,RENEW,,06/15/2020,07/21/2020,N,08/16/2020,08/15/2022,07/21/2020,08/04/2020,AAC,07/01/2022,34,41.9570403,-87.654762892,POINT (-87.65476289220126 41.95704029951324)
2373533-20200816,2735635,344696,2,"L & J FOOD & LIQUOR, INC.",JOHN LIQUORS,260-264 N PULASKI RD 1ST,CHICAGO,IL,60624,28,24,28-24,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,2373533,RENEW,,06/15/2020,08/12/2020,N,08/16/2020,08/15/2022,08/12/2020,08/13/2020,AAI,,,41.885267224,-87.72594758,POINT (-87.72594757950148 41.88526722436946)
6836-20200816,2733122,3685,1,LA MERCED INC,LA MERCED INC,4335 W 26TH ST,CHICAGO,IL,60623,22,6,22-6,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,6836,RENEW,,06/15/2020,08/11/2020,N,08/16/2020,08/15/2022,08/11/2020,08/13/2020,AAI,,25,41.844032797,-87.732432865,POINT (-87.73243286472002 41.844032796507406)
6905-20200816,2733848,25532,1,LIQUORS UNLIMITED INC,MISKA'S,4044-4046 W 26TH ST 1ST,CHICAGO,IL,60623,22,17,22-17,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,6905,RENEW,,06/15/2020,10/14/2020,N,08/16/2020,08/15/2022,10/14/2020,10/15/2020,AAI,,25,41.844340201,-87.726216932,POINT (-87.72621693173878 41.844340200981776)
8549-20200816,2733144,4097,2,SUPER MERCADO CUAUHTEMOC CORP.,SUPER MERCADO CUAUHTEMOC INC,2504 S KEDZIE AVE,CHICAGO,IL,60623,25,15,25-15,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,8549,RENEW,,06/15/2020,07/15/2020,N,08/16/2020,08/15/2022,07/15/2020,07/16/2020,AAI,,25,41.846128208,-87.705235886,POINT (-87.70523588571879 41.84612820797308)
1095988-20200816,2734561,206261,1,"SUPERMERCADO SANTOS, INC.",Supermercado Santos,4045-4047 W 31ST ST,CHICAGO,IL,60623,22,16,22-16,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,1095988,RENEW,,06/15/2020,07/14/2020,N,08/16/2020,08/15/2022,07/14/2020,07/15/2020,AAI,,,41.836749961,-87.726132657,POINT (-87.72613265682901 41.83674996075794)
2326907-20200816,2736524,389689,1,"SUPERMERCADO LA GLORIA #4, INC",SUPERMERCADO LA GLORIA #4,5044-5054 S ARCHER AVE,CHICAGO,IL,60632,14,28,14-28,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2326907,RENEW,,06/15/2020,07/13/2020,N,08/16/2020,08/15/2022,07/13/2020,08/21/2020,AAC,04/20/2022,,41.801400033,-87.726043742,POINT (-87.72604374190084 41.8014000330526)
2704205-20200805,2704205,464901,1,1410 W DEVON LLC,HAHN LIQUORS,1410 W DEVON AVE ST,CHICAGO,IL,60660,49,2,49-2,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,2704205,ISSUE,12/06/2019,05/18/2020,03/09/2020,N,08/05/2020,08/15/2022,08/05/2020,08/05/2020,AAI,,,,,
1717347-20200816,2734961,278487,1,PEDRO FAM CORPORATION,LA VINATA,3118-3124 W CERMAK RD,CHICAGO,IL,60623,24,53,24-53,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,1717347,RENEW,,06/15/2020,08/01/2020,N,08/16/2020,08/15/2022,08/01/2020,08/17/2020,AAI,,,41.851895132,-87.703702538,POINT (-87.70370253801528 41.85189513218737)
2463985-20200816,2736841,403643,1,NATIONAL MARKETPLACE LLC,REVIVAL FOOD HALL,125 S CLARK ST,CHICAGO,IL,60603,34,9,34-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2463985,RENEW,,06/15/2020,10/28/2020,N,08/16/2020,08/15/2022,10/28/2020,10/29/2020,AAI,,,41.879988513,-87.630688841,POINT (-87.63068884103124 41.87998851304621)
24513-20200816,2733320,9900,1,"SUN SHINE FOOD & LIQUOR, INC.",SUN SHINE FOOD & LIQUOR INC,3900 W ROOSEVELT RD 1,CHICAGO,IL,60624,24,30,24-30,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,24513,RENEW,,06/15/2020,08/20/2020,N,08/16/2020,08/15/2022,08/20/2020,08/20/2020,AAI,,,41.866314688,-87.722798504,POINT (-87.7227985037213 41.866314688484486)
13153-20200816,2733199,6214,1,"MORENO'S DISCOUNT LIQUORS, INC.",MORENOS DISCOUNT LIQUORS INC,3714-3724 W 26TH ST 1ST,CHICAGO,IL,60623,22,13,22-13,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,13153,RENEW,,06/15/2020,07/20/2020,N,08/16/2020,08/15/2022,07/20/2020,08/26/2020,AAI,,25,41.844448213,-87.717937398,POINT (-87.7179373980226 41.84444821332169)
1596156-20200816,2733105,3546,1,"ALFREDO LINARES, INC.",SUPER MERCADO LA CHIQUITA,3555 W 26TH ST 1ST,CHICAGO,IL,60623,22,28,22-28,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,1596156,RENEW,,06/15/2020,07/06/2020,N,08/16/2020,08/15/2022,07/06/2020,07/07/2020,AAI,,25,41.844279124,-87.714553766,POINT (-87.71455376627723 41.84427912373934)
29166-20200816,2734480,85997,1,"3400 FOOD & LIQUOR, INCORPORATED",3400 FOOD & LIQUOR,3459 W HARRISON ST 1,CHICAGO,IL,60624,24,18,24-18,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,29166,RENEW,,06/15/2020,08/07/2020,N,08/16/2020,08/15/2022,08/07/2020,08/10/2020,AAI,,,41.873490472,-87.713097736,POINT (-87.71309773572321 41.87349047234734)
8915-20200816,2733150,4189,1,"PERSONAL LIQUORS, INC.",ICE HOUSE MADISON,4241 W MADISON ST,CHICAGO,IL,60624,28,11,28-11,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,8915,RENEW,,06/15/2020,07/21/2021,N,08/16/2020,08/15/2022,07/21/2021,07/21/2021,AAI,,,41.880539199,-87.732216037,POINT (-87.73221603726317 41.88053919924157)
28151-20200816,2734274,63658,1,"AFRICAN SUPERMARKET AND LIQUORS, INC.",AFRICAN SUPERMARKET & LIQUOR,4156-4158 W MADISON ST 1ST,CHICAGO,IL,60624,28,24,28-24,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,28151,RENEW,,06/15/2020,07/04/2020,N,08/16/2020,08/15/2022,07/04/2020,08/07/2020,AAI,,,41.880779975,-87.730306014,POINT (-87.7303060140944 41.880779974868965)
18078-20200816,2733189,4646,1,"FERAS FOOD & LIQUOR, INC.","FERAS FOOD & LIQUOR, INC.",4265 W CERMAK RD 1,CHICAGO,IL,60623,22,7,22-7,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,18078,RENEW,,06/15/2020,07/20/2020,N,08/16/2020,08/15/2022,07/20/2020,07/21/2020,AAI,,,41.851324223,-87.732192178,POINT (-87.73219217780218 41.85132422344611)
2506282-20200816,2737087,408741,1,JAIVEER CORPORATE INC.,LOS HERMANOS FOOD & LIQUOR,4101-4103 W 47TH ST 1,CHICAGO,IL,60632,14,28,14-28,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2506282,RENEW,,06/15/2020,06/29/2020,N,08/16/2020,08/15/2022,06/29/2020,06/30/2020,AAI,,,41.807730408,-87.726090494,POINT (-87.7260904940538 41.807730408101726)
1816847-20200916,2741331,315809,1,"SALEM ENTERPRISES, INC.",7-ELEVEN,180 N FRANKLIN ST,CHICAGO,IL,60606,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,1816847,RENEW,,07/15/2020,08/06/2020,N,09/16/2020,09/15/2022,08/06/2020,08/07/2020,AAI,,,41.885330374,-87.635547862,POINT (-87.63554786221864 41.885330374442276)
21288-20200916,2739797,65465,5,"7-ELEVEN, INC.",7-Eleven,6057 S KEDZIE AVE,CHICAGO,IL,60629,14,35,14-35,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,21288,RENEW,,07/15/2020,08/07/2020,N,09/16/2020,09/15/2022,08/07/2020,08/07/2020,AAI,,59,41.78275257,-87.70310189,POINT (-87.70310188982967 41.78275257014254)
2732568-20200828,2732568,379600,1,"SAAVI, LTD.",7 ELEVEN #35504A,1415 W IRVING PARK RD 1ST D,CHICAGO,IL,60613,46,44,46-44,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2732568,ISSUE,05/19/2020,07/28/2020,07/21/2020,N,08/28/2020,09/15/2022,08/28/2020,08/28/2020,AAI,,,41.954236578,-87.66486474,POINT (-87.66486474017243 41.95423657765484)
2138609-20200916,2739803,65465,65,"7-ELEVEN, INC.",7 ELEVEN #35750H,1658 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,32,2,32-2,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2138609,RENEW,,07/15/2020,08/07/2020,N,09/16/2020,09/15/2022,08/07/2020,08/07/2020,AAI,,33,41.91144287,-87.679334472,POINT (-87.67933447184733 41.911442870211495)
2723736-20200904,2723736,467651,1,"1600 Grand, Inc.",BWS BEVERAGE #2,1586 N CLYBOURN AVE 1,CHICAGO,IL,60642,2,12,2-12,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2723736,ISSUE,04/02/2020,04/02/2020,04/10/2020,Y,09/04/2020,09/15/2022,09/04/2020,09/04/2020,AAI,,,41.91049136,-87.649143622,POINT (-87.64914362210202 41.91049136010892)
2464704-20200916,2743190,406311,1,KEYSTONE WINE & SPIRITS LLC,Keystone Wine and Spirits LLC,1765 N ELSTON AVE  107 - 108,CHICAGO,IL,60622,32,46,32-46,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2464704,RENEW,,07/15/2020,08/21/2020,N,09/16/2020,09/15/2022,08/21/2020,08/24/2020,AAI,,,41.914742609,-87.664978327,POINT (-87.66497832743869 41.9147426090437)
33040-20200916,2739126,14632,1,"BOONE'S OPPORTUNITY, INC.",7-ELEVEN,200 N DEARBORN ST  1,CHICAGO,IL,60601,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,33040,RENEW,,07/15/2020,10/14/2020,N,09/16/2020,09/15/2022,10/14/2020,10/14/2020,AAI,,,41.885796312,-87.629646154,POINT (-87.6296461541294 41.88579631234916)
1576601-20200916,2740637,276156,1,"BOCKWINKEL'S AT PARK MILLENNIUM, INC.",BOCKWINKELS,222 N COLUMBUS DR 1ST,CHICAGO,IL,60601,42,44,42-44,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,1576601,RENEW,,07/15/2020,07/30/2020,N,09/16/2020,09/15/2022,07/30/2020,07/31/2020,AAI,,,41.886339416,-87.62083615,POINT (-87.62083614995649 41.886339416011204)
2732621-20200828,2732621,65465,121,"7-ELEVEN, INC.",7-ELEVEN #15149K,7555 W IRVING PARK RD,CHICAGO,IL,60634,38,13,38-13,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2732621,ISSUE,05/21/2020,06/23/2020,06/19/2020,N,08/28/2020,09/15/2022,08/28/2020,08/28/2020,AAI,,,41.952429719,-87.816832337,POINT (-87.81683233707743 41.95242971880026)
1247749-20200916,2740347,247929,1,"JDJG, INC.",7 - ELEVEN,35 E WACKER DR,CHICAGO,IL,60601,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,1247749,RENEW,,07/15/2020,09/06/2020,N,09/16/2020,09/15/2022,09/06/2020,09/08/2020,AAC,05/19/2021,1,41.886831512,-87.626556085,POINT (-87.62655608493642 41.886831512316874)
2411636-20200916,2739708,62544,34,HYATT CORPORATION,MARKET CHICAGO,151 E WACKER DR 1,CHICAGO,IL,60601,42,44,42-44,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2411636,RENEW,,07/15/2020,08/31/2020,N,09/16/2020,09/15/2022,08/31/2020,09/01/2020,AAI,,,41.887999887,-87.622565133,POINT (-87.62256513255957 41.88799988734853)
2245720-20200916,2738882,3206,5,"SCHERMERHORN CIGAR STORES, INC.",THE JUNCTION CHICAGO,225 S CANAL ST MEZZANINE,CHICAGO,IL,60606,42,12,42-12,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2245720,RENEW,,07/15/2020,07/22/2020,N,09/16/2020,09/15/2022,07/22/2020,07/23/2020,AAI,,,41.878531278,-87.63942746,POINT (-87.63942745962717 41.878531278353606)
44760-20200916,2739237,16473,1,BOCKWINKEL'S FRESH EXPRESS,BOCKWINKEL'S,155 N HARBOR DR 1ST,CHICAGO,IL,60601,42,6,42-6,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,44760,RENEW,,07/15/2020,07/30/2020,N,09/16/2020,09/15/2022,07/30/2020,07/31/2020,AAI,,,41.884750538,-87.615603956,POINT (-87.61560395647253 41.884750538499375)
2027786-20200916,2741013,307616,2,HR SUPERIOR CORPORATION,SUPERIOR WINES AND SPIRITS,3028 N CENTRAL AVE 1ST,CHICAGO,IL,60634,31,15,31-15,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2027786,RENEW,,07/15/2020,09/15/2020,N,09/16/2020,09/15/2022,09/15/2020,09/16/2020,AAI,,2,41.935758077,-87.766548211,POINT (-87.76654821120265 41.93575807698711)
2492551-20200916,2740076,221952,2,"USMAN ALI ENTERPRISES,  INC.",7-ELEVEN #37622B,4 W JACKSON BLVD 1,CHICAGO,IL,60604,34,9,34-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2492551,RENEW,,07/15/2020,09/03/2020,N,09/16/2020,09/15/2022,09/03/2020,09/04/2020,AAI,,1,41.878286156,-87.627804466,POINT (-87.62780446623054 41.87828615621557)
413-20200916,2738823,75,1,GRAND WESTERN LTD.,DI CARLO'S ARMANETTI LIQUORS,515 N WESTERN AVE 1ST,CHICAGO,IL,60612,36,46,36-46,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,413,RENEW,,07/15/2020,09/23/2020,N,09/16/2020,09/15/2022,09/23/2020,07/16/2021,AAI,,,41.89114238,-87.686559281,POINT (-87.68655928125514 41.89114238013681)
2334480-20200916,2741049,309521,1,"FULTON STREET BREWERY, LLC",GOOSE ISLAND BEER COMPANY,1800 W FULTON ST,CHICAGO,IL,60612,27,27,27-27,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2334480,RENEW,,07/15/2020,10/22/2020,N,09/16/2020,09/15/2022,08/27/2020,08/28/2020,AAI,,,41.886957986,-87.672026499,POINT (-87.67202649859323 41.88695798598848)
2569162-20200916,2743591,423161,1,CHICAGO LIQUOR HOUSE INC.,QUICK STOP FOOD & LIQUOR,3800 W 63RD ST 1,CHICAGO,IL,60629,23,32,23-32,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2569162,RENEW,,07/15/2020,08/13/2020,N,09/16/2020,09/15/2022,08/13/2020,08/14/2020,AAI,,3,41.778842458,-87.717980003,POINT (-87.71798000268852 41.77884245835343)
17304-20200916,2739451,28286,1,"TOP-LESS LIQUORS, INC.",TOP LESS LIQUOR INC,916 S WESTERN AVE  1,CHICAGO,IL,60612,28,39,28-39,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,17304,RENEW,,07/15/2020,09/10/2020,N,09/16/2020,09/15/2022,09/10/2020,09/11/2020,AAI,,,41.869696759,-87.686270566,POINT (-87.6862705664506 41.86969675852099)
2245721-20200916,2738883,3206,6,"SCHERMERHORN CIGAR STORES, INC.",THE JUNCTIION CHICAGO,225 S CANAL ST MEZZANINE,CHICAGO,IL,60606,42,12,42-12,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2245721,RENEW,,07/15/2020,07/22/2020,N,09/16/2020,09/15/2022,07/22/2020,07/23/2020,AAI,,,41.878531278,-87.63942746,POINT (-87.63942745962717 41.878531278353606)
1646232-20200916,2739799,65465,23,"7-ELEVEN, INC.",7-Eleven,2401 N MILWAUKEE AVE,CHICAGO,IL,60647,1,30,1-30,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,1646232,RENEW,,07/15/2020,08/07/2020,N,09/16/2020,09/15/2022,08/07/2020,08/07/2020,AAI,,,41.924897402,-87.700366572,POINT (-87.70036657187526 41.92489740229432)
2569409-20200916,2742748,388096,4,"GOBBLE DOGGS, LLC",GOBBLE DOGGS,440 S LA SALLE ST 1ST,CHICAGO,IL,60605,34,49,34-49,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2569409,RENEW,,07/15/2020,09/20/2020,N,09/16/2020,09/15/2022,09/21/2020,09/21/2020,AAI,,,41.87588847,-87.631884721,POINT (-87.63188472119873 41.87588847004054)
2708980-20200828,2708980,465419,1,SHREE NARNARAYAN DEV INC.,DIVERSEY PRESTIGE LIQUORS,946 W DIVERSEY PKWY,CHICAGO,IL,60614,44,29,44-29,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2708980,ISSUE,12/30/2019,02/19/2020,01/22/2020,Y,08/28/2020,09/15/2022,08/28/2020,08/28/2020,AAI,,17,41.932757864,-87.653330733,POINT (-87.65333073313751 41.9327578636931)
1742022-20200916,2741022,308446,1,"SRJ ENTERPRISES, INC.",7-ELEVEN,318 W ADAMS ST 1 1A,CHICAGO,IL,60606,42,12,42-12,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,1742022,RENEW,,07/15/2020,09/03/2020,N,09/16/2020,09/15/2022,09/03/2020,09/04/2020,AAI,,,41.879472797,-87.635807481,POINT (-87.63580748102805 41.87947279717996)
2437715-20200916,2743152,402832,1,ASHMAN CORPORATION,PARKVIEW GROCER,1940 N CLARK ST,CHICAGO,IL,60614,43,24,43-24,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2437715,RENEW,,07/15/2020,10/21/2020,N,09/16/2020,09/15/2022,10/21/2020,10/22/2020,AAI,,,41.917764832,-87.635839141,POINT (-87.63583914054168 41.91776483245714)
2002787-20200916,2739240,16567,3,"GIRIRAJ, INC.",WORLDWIDE LIQUOR AND FOODS,3214 N KIMBALL AVE 1 B,CHICAGO,IL,60618,35,24,35-24,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2002787,RENEW,,07/15/2020,09/07/2020,N,09/16/2020,09/15/2022,09/07/2020,09/08/2020,AAI,,,41.939731753,-87.712665378,POINT (-87.71266537793763 41.939731753032866)
2245719-20200916,2738881,3206,4,"SCHERMERHORN CIGAR STORES, INC.",THE JUNCTION CHICAGO,225 S CANAL ST MEZZANINE,CHICAGO,IL,60606,42,12,42-12,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2245719,RENEW,,07/15/2020,07/22/2020,N,09/16/2020,09/15/2022,07/22/2020,07/23/2020,AAI,,,41.878531278,-87.63942746,POINT (-87.63942745962717 41.878531278353606)
2177495-20200916,2742475,374276,1,"SAMI BROTHERS, INC.",SAM FOOD & LIQUOR,124 W 95TH ST,CHICAGO,IL,60628,9,55,9-55,6,1474,Package Goods,774,Retail Sales of Packaged Liquor,2177495,RENEW,,07/15/2020,09/09/2020,N,09/16/2020,09/15/2022,09/09/2020,09/10/2020,REV,09/20/2022,,41.721786288,-87.62739191,POINT (-87.6273919100881 41.72178628789281)
8019-20200916,2739855,85483,2,AHMAD KESHTA,HELEN'S GROCERY & LIQ,2300 W 21ST ST,CHICAGO,IL,60608,25,8,25-8,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,8019,RENEW,,07/15/2020,12/09/2020,N,09/16/2020,09/15/2022,12/09/2020,12/10/2020,AAI,,,41.854004778,-87.683362923,POINT (-87.6833629225202 41.8540047775837)
2477251-20200916,2743219,408270,1,JAI SHREE RAM CORP.,BUY LOW LIQUORS,4301-4305 W NORTH AVE,CHICAGO,IL,60639,36,27,36-27,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2477251,RENEW,,07/15/2020,09/06/2020,N,09/16/2020,09/15/2022,09/06/2020,09/08/2020,AAI,,,41.909676223,-87.733923861,POINT (-87.7339238611247 41.909676222517476)
63187-20200916,2739697,62544,20,HYATT CORPORATION,HYATT REGENCY MCCORMICK PLACE HOTEL,2233 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60616,4,6,4-6,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,63187,RENEW,,07/15/2020,10/02/2020,N,09/16/2020,09/15/2022,10/02/2020,10/05/2020,AAI,,,41.852075574,-87.618850804,POINT (-87.61885080391755 41.852075574499366)
2551319-20200916,2741055,309521,7,"FULTON STREET BREWERY, LLC",GOOSE ISLAND BEER CO.,1800 N CLYBOURN AVE,CHICAGO,IL,60614,2,51,2-51,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2551319,RENEW,,07/15/2020,10/22/2020,N,09/16/2020,09/15/2022,08/27/2020,08/28/2020,AAI,,,41.913683804,-87.653592042,POINT (-87.65359204234194 41.91368380435663)
1975947-20201016,2746866,344343,1,"YOUMAX, INC.",YOUMAX FOOD & LIQUOR,2222 W DEVON AVE 1ST,CHICAGO,IL,60659,50,22,50-22,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1975947,RENEW,,08/15/2020,09/16/2020,N,10/16/2020,10/15/2022,09/16/2020,09/17/2020,AAI,,43,41.997909376,-87.685937145,POINT (-87.68593714505292 41.9979093763549)
2134277-20201016,2746859,343928,1,"HALSTED GROCERIES, INC.","HALSTED GROCERIES, INC.",7059 S HALSTED ST 1 UNIT C&D,CHICAGO,IL,60621,6,5,6-5,7,1474,Package Goods,774,Retail Sales of Packaged Liquor,2134277,RENEW,,08/15/2020,09/17/2020,N,10/16/2020,10/15/2022,09/17/2020,09/18/2020,AAI,,,41.765295708,-87.644268961,POINT (-87.64426896091481 41.7652957077341)
1355275-20201016,2746268,262869,1,"WAREHOUSE LIQUORS, INC.",WAREHOUSE LIQUORS,634 S WABASH AVE,CHICAGO,IL,60605,4,21,4-21,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,1355275,RENEW,,08/15/2020,09/23/2020,N,10/16/2020,10/15/2022,09/23/2020,09/24/2020,AAC,09/19/2023,,41.873665508,-87.626125479,POINT (-87.62612547903451 41.873665507986445)
